Customer,Type,Text,Summary,sim_score
Notion,Twitter,"User: Less than 500 followers and looking for connections? Contact me, lets engage and support each other on our journey, also comment on this tweet with what you do and let everyone know! <STRICT_LINK>
User: @carltheauditor Hi Carl,
I'm a real estate investor, coach and mentor, based in the UK.
Love @NotionHQ and use it to run my business. I help people use Notion on my Youtube channel and am starting to build Notion templates too...
Great to connect!"," User is a teacher and uses Notion to create interactive lessons for their students, mentioning that it's a great tool for their students to use.",0.2664065659046173
figma,Twitter,User: RT @MR_SHOOGA: @falopebusola @deborah_falope @UfotUbon @Daviowhite @figma @kingdrake9 Happy birthday sweet girl @deborah_falope,"User announces their new Figma plugin 'Find colors and Replace' is live on Product Hunt, aiming to make color replacements in designs easier.",0.1082572415471077
figma,G2,"User: Miro is enabling a platform in which multiple users can consume content (created by teams) and contribute. 
I like all the features built to make that collaboration more efficient
User: I like the real time collaboration capabilities (value), I like the community aspect of Miro (e.g. free templates that speed up your work), I like the easiness and simplicity of the tool (usability)
User: I have mixed feelings about being a one-stop shop for everything a designer needs 
(PowerPoint, digital, whiteboard, design capabilities) and the fact the miro is not excelling in any of the areas. 
The highest benefit from the value proposition is the light-way collaboration aspect and how the tool is optimized for that (everyone can use it) 
At the same time, I appreciate some design capabilities, so I don't need to be jumping from tool to tool until all the concept is ready to be ""migrated"" to an execution tool (like Figma)","Users appreciate FigJam for hosting virtual design sprints and facilitating workshops, with diverse options for color schemes and fonts, and auto-naming sticky notes. However, they find some templates ordinary and wish for more robust voting capabilities.",0.3942006230354309
Notion,Twitter,User: Efficiency gains with the new @NotionHQ button feature. <STRICT_LINK>,User is excited about the new @NotionHQ button feature and is looking forward to using it.,0.7880079746246338
Notion,Appstore/Playstore,User: Не работает.,User is experiencing issues with the product.,0.3227459192276001
figma,Twitter,"User: Markets are global, so let's widen the lens on #antitrust: Buying @Activision helps @Microsoft compete with @Sony &amp; @Nintendo in #gaming, just as @Adobe's bid for @figma takes on @canva in creative design. Here's @RobAtkinsonITIF's take in @WSJopinion <STRICT_LINK>",User shared their DonorsChoose funding with the Figma community and mentioned their project is connected to Figma for Education.,0.19927862286567688
Notion,Twitter,"User: Over the past 6 months, I've been on the hunt for a new browser that can replace Chrome for me as a writer and product engineer. And I found it...
<STRICT_LINK>
User: I was looking for 3 things from a new browser: privacy, performance and productivity. After testing the usual suspects like Firefox, Safari, and Brave and trying out some new kids like @KagiHQ's Orion, @SigmaOS, and @browsercompany's Arc - I eventually switched to...
User: @KagiHQ @SigmaOS @browsercompany Arc by the @browsercompany 🎉! You can read my full reasoning and review of all the browsers on my blog - but Arc has just completely stolen my heart ❤️.
User: @KagiHQ @SigmaOS @browsercompany As a writer, Arc's spaces and fullscreen workflow makes me feel so organized and focused when doing research; and as an engineer, it provides Chrome's dev tools with some added feature sugar that makes it a joy for development work.",User is using the browserCO app on their phone and is enjoying the experience.,0.487407922744751
Notion,Appstore/Playstore,"User: Don’t subscribe through an in app purchase. Their product naming is misleading. The Personal Pro is their free offering with limited ai requests (20) but through an in app purchase they will gladly sell you the same product for a $47 annual subscription. Just like the free product it stops working at 20 ai requests. I’d say that this product without the ai feature is crap. You can do better with any number of free products on the market. Google docs, etc. And the product without the ai is free anyways so why offer an “upgrade” link when all you are doing is paying for something they offer for free. I’m angry but glad I subscribed through Apple- there is a chance I can get a refund. The ai is pretty good but I am wary at the shady deal they tried to pull over me. Who know who else made the same mistake?","User is unhappy with the product name and misleading subscription pricing, as the free version is limited to 20 requests and stops working after 20. They also mention that the ai feature is not as good as other free products, and the upgrade link is misleading. They are considering a refund and are wary of other users making the same mistake.",0.8062906861305237
Notion,Appstore/Playstore,"User: I just recently discovered Notion, tried it out on my PC, etc., and now I'm using it on my iPhone and I'm therefore a very fresh user. I would have the idea to allow you to delete entries faster, drag and drop them into a trash can or click twice and then they are deleted. Maybe it's a good idea.",Nothing,-0.02797330915927887
figma,Twitter,"User: I use scale tool (K key) to scale design for mobile version.
When I literally click the instance of the nested scaled component it discards the scale and reverts the instance to the original size.
CMD + Z doesn’t change it back to the scaled version and the layout stays “broken”. So I have to use version history to revert everything back or as a work around I change size of the original component and it magically re-render the scaled instance and reverts it back until the next interaction.
How to stop Figma from this behavior?
","Users discuss the issue of autolayout frames in Figma defaulting to 10px padding, which is not suitable for all design systems. They suggest solutions like basing default padding on the big nudge amount in settings, allowing tokenization of padding/margin grids, and using alternative key commands for 0px padding. Some users share their methods for applying auto layout with 0 padding quickly.",0.3657079339027405
Notion,Appstore/Playstore,User: They need to improve the phone interface and make it more intuitive. Too many clicks to be able to access a list or reminder. In addition to adding more languages.," User finds the phone interface to be clunky and inefficient, requiring multiple clicks to access lists and reminders, and suggests adding more languages to improve usability.",0.875439465045929
figma,Twitter,"User: Teachers🍎📚 We have lots of @DonorsChoose funding love left to share! Drop your project link below to share with the @Figma community
Extra credit: Tell us how your project is connected to Figma for Education! <STRICT_LINK>
#Clearthelist #DonorsChoose #TeacherTwitter
User: @Alex_FigmaEdu @DonorsChoose @figma Our project is getting so close to being funded. We have $78 left and thirty days to fund. Thank you for the opportunity to bring free write to our classroom! @figma @Alex_FigmaEdu #TeacherAppreciation <STRICT_LINK>",User noticed that the FigJam marker looks thick when changing its size and suggested making the nib less pointy.,0.2157687097787857
Notion,Appstore/Playstore,"User: Looking at the reviews, I think they all have the same symptoms...
There are pages I'm collaborating on, and they keep loading indefinitely on iOS. Even if I try the app again, it seems like it only takes a while, but after a while, it gets stuck right away.
Hurry up and fix it...","User is experiencing issues with loading pages on iOS, and the app keeps getting stuck after a while.",0.8298389911651611
Notion,Twitter,"User: Newly launched @NotionHQ templates in the thread 🧵👇
#notiontwt #Notion #Productivity
User: @NotionHQ Digital Brain 🧠
@NotionHQ 🔖 Digital Brain was created to help you regain control of your life. It includes Tiago Forte's PARA System &amp; other tools. 🧑💻 @notionpez 🔗 <STRICT_LINK> #notiontwt #Notion #Productivity #TEMPLATE <STRICT_LINK>
User: @NotionHQ @notionpez Everyday OS 🧠
@NotionHQ 🔖 ✓ 10x more efficient in life &amp; work ✓ Your Tasks, Projects, Goals, Notes &amp; more ✓ Entirely in Notion 🧑💻 @SabbahJonathan 🔗 <STRICT_LINK> #notiontwt #Notion #Productivity #TEMPLATE <STRICT_LINK>
User: @NotionHQ @notionpez @SabbahJonathan Academic PKM template 👩🎓
@NotionHQ 🔖 A comprehensive system for academics &amp; students, combining project &amp; knowledge management with a Zettlekasten approach 🧑💻 @GenShanahan 🔗 <STRICT_LINK> #notiontwt #Notion #Productivity #TEMPLATE <STRICT_LINK>
User: @NotionHQ @notionpez @SabbahJonathan @GenShanahan Character Compendium 5e for D&amp;D ✨
@NotionHQ 🔖 In the Character Compendium 5e Notion Template, you'll find everything you need to keep track of all your D&amp;D characters 🧑💻 @minvathemes 🔗. <STRICT_LINK> #notiontwt #Notion #Productivity #TEMPLATE <STRICT_LINK>
User: @NotionHQ @notionpez @SabbahJonathan @GenShanahan @minvathemes Cerebral Manag 🎯
@NotionHQ 🔖 Cerebral Manager is a complete productivity and digital management system designed for all aspects of daily life. 🧑💻 @MintedKenny 🔗.<STRICT_LINK> #notiontwt #Notion #Productivity #TEMPLATE <STRICT_LINK>
User: @NotionHQ @notionpez @SabbahJonathan @GenShanahan @minvathemes @MintedKenny Click below 👇 &amp; Have a look 👀 at more than 1120 @NotionHQ templates 🔗 <STRICT_LINK> #notiontwt #Notion #Productivity",User is excited about the new Notion templates and mentions that they are a great addition to their design process. They also mention that they are using Notion for their personal and business projects.,0.6236448287963867
Notion,Appstore/Playstore,"User: The app offers great templates to organize and structure yourself as a team as well as to set up your own personal area, which can be used to plan projects, goals or events. What is particularly cool is that the app combines everything you need and finally makes features such as task status, URL or links to established projects useful and easy. The system is intuitive - if you want to build something more complicated, it just takes a little longer at the beginning.","User finds the app intuitive and easy to use, especially for organizing and structuring projects and events, and appreciates the ability to combine features such as task status, URL, and links to established projects. However, they mention that it takes a little longer to build more complex features.",0.7202156782150269
figma,Twitter,"User: RT @diagram: 🔅 Introducing Genius, your AI design companion in @figma
It understands what you’re designing and makes suggestions that auto…"," A user inquired about a Slack or Discord channel for Config2023 IRL attendees, and another user mentioned a Twitter list. The last user confirmed they are working on creating a Slack channel for attendees to interact and share their excitement.",0.21780377626419067
Notion,Appstore/Playstore,"User: The compatibility with the iPad Magic Keyboard is very poor
Even attributes and table titles don't work with the keyboard at all","User finds the compatibility with the iPad Magic Keyboard to be poor, as attributes and table titles do not work with the keyboard.",0.9686797857284546
figma,Twitter,"User: @nick__pattison @figma This kind of thing worries me. I need to satrt saving work offline, Have you contact the Figma team? Maybe they can find it. Maybe one of the team on twitter can help."," User suggests creating an OpenAI chatbot and Figma plugin for Josh Taylor, as they believe it's already out there.",0.34759506583213806
figma,Twitter,"User: Documenting Design Systems in @figma, supafast! ⚡️ <STRICT_LINK>
User: @zander_supafast @figma @Nuelthecreative"," The user discusses their agency's tools and how they work together to help startups from around the world. They mention NotionHQ, Slack, Monday, Zapier, and Webflow as their main tools. They also mention Jasper as a tool that they used previously, but it was expensive and didn't deliver as much as GPT. They also mention Figma as their go-to for designing visuals.",0.4402981102466583
Notion,Twitter,"User: Select entire block in #Notion
MacOS/Windows - CMD/CTRL + SHIFT + CLICK
#NotionTips @NotionHQ Notion Template -&gt; <STRICT_LINK>"," User is excited about the new Notion for MacOS and Windows, and is looking forward to using it.",0.1763564944267273
Notion,Twitter,"User: Any folks have a @Cron invite? 👀 Happy to swap an Arc @browsercompany invite in return.
User: @TGines @Cron @browsercompany I can send one
User: @Chris_Smeder @TGines @Cron @browsercompany Could I also get one 👀","User is excited about the new @BrowserCO feature, which allows users to create a custom URL for their website, and is looking forward to using it.",0.4254550337791443
figma,G2,"User: Miro provides an ideal software solution for collecting comments and feedback on wireframe designs, showing what they would look like with elements rearranged, and sharing them with others we are collaborating with. 
Team members can review content in their own time and leave post-it notes, comments and annotations with the flexibility to be able to draw, cut and paste etc. to get thoughts across. When we provide our feedback to others, it's very clear which part of the design each piece of feedback relates to and visually shows what we think it should look like.
User: Very flexible, easy to use, intuitive keyboard shortcuts for adding elements to the board make it quick to get thoughts down. Default colours and styles look good. 
Easier to navigate than visio.
User: Doesn't have BPMN symbols, and swimlane structure where space can easily be added in the middle of a diagram so not well suited for process mapping - I still use visio for that.","The user finds the Figma application intuitive and fast, with no cons to report. They have been using the program for 3 months without any complaints.",0.3045085668563843
Notion,Twitter,User: Just installed Arc browser @browsercompany. It looks soo goood. And now I have 4 browsers. It's going to be fun #Arcbrowser,User is excited about the new Arc browser and has 4 browsers now.,0.8388454914093018
Notion,Twitter,"User: If any of you are interested in @browsercompany's Arc browser, let me know. <STRICT_LINK>
User: @waliurjs @browsercompany I got access today. Did you switch completely? Worth it?","User is excited about the new features in the latest version of the browser, including the ability to create a new tab and switch between tabs without leaving the app.",0.3859212398529053
Notion,Twitter,"User: Any folks have a @Cron invite? 👀 Happy to swap an Arc @browsercompany invite in return.
User: @TGines @Cron @browsercompany I can send one
User: @Chris_Smeder @TGines @Cron @browsercompany Could I also get one 👀","User is excited about the new @BrowserCO feature, which allows users to create a custom URL for their website, and is looking forward to using it.",0.4254550337791443
Notion,Twitter,"User: I'm working on something for all of my Newsletter people.... <STRICT_LINK>
User: A quick overview of The Newsletter Growth Deck!
I built this @NotionHQ dashboard to keep track of my cross-promos, ads, and repurposed content for multiple newsletters.
Do you need something like it? <STRICT_LINK>","User is working on a project for their newsletter subscribers and shared a link to a dashboard they built for tracking cross-promotions, ads, and repurposed content for multiple newsletters.",0.7143841981887817
Notion,Appstore/Playstore,"User: I’ve bought the pro subscription to use AI on my phone without limits. But every time I try to ues AI:
1. Cannot enter any text using AI feature
2. I receive paywall to buy pro again.",User is unable to use AI on their phone due to issues with entering text and receiving a paywall to purchase the pro subscription.,0.8831098079681396
Notion,Twitter,"User: Have now personally converted five different people to Arc Browser, feels very weird to be excited to tell people about a browser but seriously this one is a game changer cc: @browsercompany and @joshm.
User: @skrishna @browsercompany @joshm ive been converting everyone ik","User is excited about the new browser, and has converted five people to Arc Browser.",0.8023721575737
figma,Twitter,"User: A free course by @Figma to help you get started in design. It includes:
Lessons
Exercises
Practice files
<STRICT_LINK>","A user shared their daily tech stack for their freelance design business, which includes Todoist, Notion, Clockify, SumUp, Typefully, Miro, Figma, Slack, Gmail, and Google Calendar. Another user asked why they chose these apps and shared their own tech stack.",0.25247877836227417
Notion,Appstore/Playstore,User: Не работает.,User is experiencing issues with the product.,0.3227459192276001
figma,Twitter,User: What if you could restore previous versions of your @figma components without restoring the entire file? ❖⏳ <STRICT_LINK>,"The user runs a digital product business and uses Figma as one of their daily tools, praising it as a powerful web-based design tool for creating websites, applications, logos, and more.",0.3812185823917389
Notion,Appstore/Playstore,"User: I really like the application, but I would love it if it were in Spanish! 😢❤️",User likes the application but requests it be in Spanish.,0.8260616064071655
figma,Twitter,"User: Need a Built in feature which can do export prototype to animated svg/gf/mp4.
Much needed
User: This topic was automatically closed 90 days after the last reply. New replies are no longer allowed.","User is having trouble importing an SVG file into their artboard, as the small images in the SVG file are not appearing.",0.3905216455459595
figma,Twitter,"User: If your @figma files are low on memory and you've taken lengths to reduce file size but don't see an increase in memory, it's likely your version history. Fix by publishing the library, CUT and paste everything into a new file, then publish the new file.
User: @katiecooperco @figma Does this preserve the linked component instances? It's a brilliant tip!
User: @SamIam_Designs @katiecooperco @figma i'd expect the connections to be protected so long as you _cut_ and paste!
docs, if it's helpful: <STRICT_LINK>
User: @AlPackah @SamIam_Designs @figma Yes! I’ve done it many times. cut cut cut",A user received Figma merchandise as a thank you for participating in a panel discussion and mentioned that the items are available on their website.,0.23283521831035614
Notion,Appstore/Playstore,"User: It's so useful and easy to use on a computer! However, on my phone, the page doesn't fit even when I see it. No matter what kind of page it is, haha, why is it like this?",User finds the product useful and easy to use on a computer but finds it difficult to use on their phone due to the page not fitting properly.,0.7202821373939514
Notion,Twitter,User: It's been over a month on the @browsercompany's Arc browser and hands down the best transition I have made in many years. A blog coming out sometime soon.,"User is excited about the new features in the @browsercompany's Arc browser, including the ability to create a new tab with a custom URL and the ability to create a new tab with a custom background image.",0.6292071342468262
Notion,Twitter,"User: I've been using @browsercompany's ARC browser for a while now. It's a little wonder (I'll leave you the video-review): <STRICT_LINK>
It's still in beta but I have 5 invitations that I'll leave below so you can try it out.
Link (FIFO): <STRICT_LINK> (add... <STRICT_LINK>
User: @robertocastro @browsercompany I've also been using it since more or less Christmas and the browser is fantastic. The profile theme has helped me a lot not to lose focus when I'm working",User is using the browser for their work and is happy with it.,0.4780665636062622
Notion,Twitter,"User: Excited to join @NotionHQ template creators community on Twitter.
Great things are coming 🚀
#Notion #buildinpublic #indiedev
User: @soufianeeelc @NotionHQ Welcome fellow notioner
The twitter world is an exciting place But to get ahead follow these steps:
- Engagement
- Provide Value
Do these simple steps you are ahead of the game
Don't give up brother !!!",User is excited to join the NotionHQ template creators community on Twitter and shares their excitement about the upcoming Notion Conference.,0.7973213195800781
Notion,Appstore/Playstore,User: App cannot be used on my iPhone 12PRO Max as no connection to the Internet can be established...,User is unable to use the app on their iPhone 12PRO Max due to no connection to the Internet.,0.9459497928619385
Notion,Twitter,"User: I've been using @browsercompany's ARC browser for a while now. It's a little wonder (I'll leave you the video-review): <STRICT_LINK>
It's still in beta but I have 5 invitations that I'll leave below so you can try it out.
Link (FIFO): <STRICT_LINK> (add... <STRICT_LINK>
User: @robertocastro @browsercompany I've also been using it since more or less Christmas and the browser is fantastic. The profile theme has helped me a lot not to lose focus when I'm working",User is using the browser for their work and is happy with it.,0.4780665636062622
Notion,Appstore/Playstore,User: Please fix the ability to use the forward slash on IOS keyboard. The commands show for a split second and then disappear unable to be used. This is one of the best features of Notion but I cannot even use it. Please fix this!,"User is frustrated with the inability to use the forward slash on their iOS keyboard, one of the best features of Notion, and requests a fix.",0.9210357666015625
Notion,Appstore/Playstore,"User: I give it 4 stars because for days the application hasn't let me access the projects/pages I had already written and it just keeps loading despite the fact that I deleted it and reinstalled it and I lost all my “notes” inside the app, but other than that everything is perfect","User gives the app 4 stars for its functionality, but experiences issues with not being able to access their previously written projects and losing their notes. They also mention that the app is slow and lags, but overall it's a great app.",0.7041431665420532
figma,Twitter,"User: Back to Twitter since I’ll be attending #Config2023 IRL and my introverted soul is excited and intimidated at the same time 🤭✨
User: @melisa_hi We’re so excited you’re coming! You’re going to have a blast, just wait and see. 😎
User: @figma :3 <STRICT_LINK>",A user expressed gratitude for donations received through DonorsChoose for their project and mentioned that their students appreciate the support. The project is connected to Figma for Education.,0.18904514610767365
Notion,Appstore/Playstore,User: Не работает.,User is experiencing issues with the product.,0.3227459192276001
Notion,Appstore/Playstore,"User: It's amazing how everything can be done through the app, I've been using it for years, but I have a problem where it keeps loading infinitely and doesn't open anything at all","User is experiencing an issue with the app, where it keeps loading indefinitely and doesn't open anything at all.",0.8345751762390137
Notion,Appstore/Playstore,"User: I've updated Notion and installed a new one, but it doesn't load at all.",User updated Notion but encountered issues with loading it.,0.8736958503723145
figma,G2,"User: Asynchronous communication and to bring together parties from across North America.
User: The ability to use the platform as a means to replace a classic white board during ideation.
User: Lack of meaningful integration with Zoom or Teams chats to tie together a conversation thats occurring and the subject matter on the board.","Users appreciate Miro's real-time collaboration features, community aspect, and ease of use. However, they have mixed feelings about it being a one-stop shop for designers, as it doesn't excel in any specific area. They value its lightweight collaboration aspect and some design capabilities, but still need to use execution tools like Figma.",0.3424944281578064
Notion,Appstore/Playstore,"User: I love notion and it helps keep me organized, however there is no option to resize images or embeds on the iPad version!! I love being organized but I want my organization to be pretty as well!! Please add the resize function to the iPad version!!","User loves the app but requests the resize function for the iPad version, as it is not available.",0.7071633338928223
Notion,Twitter,"User: No more manually tagging multiple teammates. We just enabled GROUP MENTIONS!
@-mention a group to notify its members all at once. Hover to see them all 👥 <STRICT_LINK>
User: @NotionHQ This is huge! Thank you!
User: @NotionHQ Gah, I spoke to soon. Can this feature be extended to Guests as well?"," User is excited about the new feature in Notion, which allows users to create a custom URL for their boards, allowing them to link to their boards from anywhere.",0.3521466851234436
Notion,Appstore/Playstore,"User: From past 3-4 days, Notion is not working on my iOs device. List of notes appear fine, but when I open a note, screen stays blank.","User is experiencing issues with Notion not working on their iOS device for the past 3-4 days, with notes appearing fine but not opening when clicked.",0.9325761795043945
Notion,Appstore/Playstore,"User: I think it was better before the update, the speed is too slow",User finds the product slower after the update.,0.6804777979850769
Notion,Appstore/Playstore,"User: From the widget you can see the emoji of the page but if you choose an icon it doesn’t appear on the widget, can you fix it? thank you!",User is unable to see the emoji on the widget and requests a fix for the issue.,0.863049328327179
Notion,Appstore/Playstore,"User: It's really slow, keep going in circles",User is experiencing slow performance and is experiencing constant loops in their Notion experience.,0.555932879447937
Notion,Twitter,"User: Think it's impossible to create a successful solo business without coding and an audience? Think again! I did it, and here's how I did it to earn my first dollars here (🎁 a gift is waiting for you in the last tweet): <STRICT_LINK>
User: Before we begin:
When I won +$2500 here.
- I had an audience of 500 followers
- I didn't know how to code
- I didn't know anything about Twitter
I did.
So did you.
Now here's how I did it 👇
User: 💡 First, you need a brilliant idea. It doesn't have to be groundbreaking, just something you're passionate about. Remember, you're building this solo, so you'll need that passion to fuel your journey.
User: 🛠️ Once you have your idea, it's time to build without coding! I used @webflow to create my website and app without any coding knowledge. It's incredibly user-friendly, with a plethora of customizable templates to suit your business.
User: @webflow 🧠 Organize your thoughts and plan your content using @NotionHQ. As a solopreneur, I found this to be the perfect tool for managing my tasks, jotting down ideas, and creating content outlines. Plus, it's super easy to use!
User: @webflow @NotionHQ 🎯 Find your niche and target audience. You don't need a massive audience to succeed—just a group of dedicated, engaged followers who love your work. Focus on connecting with them and providing value.
User: @webflow @NotionHQ 🗣️ Share your work and gather feedback. Join communities like @IndieHackers, @ProductHunt, and relevant Facebook groups to find like-minded people who can give you insights and encouragement.
User: @webflow @NotionHQ @IndieHackers @ProductHunt 💼 Set up a business model that works for you. From subscriptions and memberships to one-time purchases, find a revenue stream that fits your goals and caters to your audience's needs.
User: @webflow @NotionHQ @IndieHackers @ProductHunt 📚 Educate yourself! Attend webinars, read articles, and listen to podcasts to stay up-to-date with the latest trends and strategies. You don't need a formal education to succeed, just a curious mind!",The user is a freelance writer and has been using Notion for a year. They are currently working on a book and are looking for a publisher. They are considering using a platform like BookBub to promote their book.,0.34312671422958374
figma,Twitter,"User: It's never been easier to create beautiful designs.
But most design departments are still wasting time on unnecessary tasks.
Here are 11 no-code tools, that'll make any design operator twice as efficient!
[🧵 Thread]
User: COLLABORATION:
1/ Miro (@miroHQ)
Collab and plan together with your team, on a virtual whiteboard. <STRICT_LINK>
User: @MiroHQ 2/ Milanote (@milanoteapp)
An online mood board for organizing projects and ideas. <STRICT_LINK>
User: @MiroHQ @milanoteapp 3/ Sketch (@sketch)
A collaborative tool for the entire design process. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch 4/ Figma (@figma)
An interface design tool, helping teams ship products faster. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma VISUAL DESIGN:
5/ Canva (@canva)
Online visual design tool with tons of templates - visuals and video. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva 6/ Moose (@icons_8)
Create realistic stock photos by combining images and models. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 7/ Genially (@genially_en)
Create infographics, presentations, and interactive images. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 @genially_en 8/ Screely (@getScreely)
Create browser mockups from screenshots with a click. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 @genially_en @getScreely SOCIAL MEDIA
9/ BannerBear (@bannerbearHQ)
Auto-generate visuals for social media, ads, and newsletters. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 @genially_en @getScreely @bannerbearHQ 10/ BrandBird (@brandbirdapp)
Make your social media profiles stand out by creating branded images with this in-browser editor.
(All images in this thread was created with BrandBird) <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 @genially_en @getScreely @bannerbearHQ @BrandBirdApp 11/ <STRICT_LINK> (@CallumMckeefery)
Create beautiful, shareable images of Twitter or LinkedIn posts. Design in the browser. <STRICT_LINK>
User: @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 @genially_en @getScreely @bannerbearHQ @BrandBirdApp @CallumMckeefery Aaaand scene! 🎬
If you enjoyed this thread:
1. Follow @nocodeops not to miss the next thread.
2. RT the tweet below to reach more operators, worldwide. <STRICT_LINK>
User: @nocodeops @MiroHQ @milanoteapp @sketch @figma @canva @icons_8 @Genially_en @getScreely @bannerbearHQ @BrandBirdApp @CallumMckeefery Amazing tools! Didn't know most of them except @canva , miro and @bannerbearHQ .","User lists essential tools for UI/UX designers, including Figma for UI, prototyping, and presentation, and asks others about their favorite tools.",0.6205493211746216
Notion,Appstore/Playstore,"User: Notion evangelist (?) It's an app that was recommended by friends around me while receiving rave reviews, but it's really not good to see the service these days.
If you get paid to do the service, please make it a little straight...
No matter how many times I delete and reinstall the app, the document doesn't open. (Infinite loading) It takes 3 to 4 times to open properly, and even then, if you turn off the app, it loads infinitely again...
Occasionally, I see this trend on PCs, but many difficult situations occur because they don't support offline mode. I think I should use a basic memo app or go back to Evernote. I don't think the saying that Guguan is a famous building came out of nowhere."," User is disappointed with Notion, as it is not as good as they expected and has issues with loading documents, especially when offline. They suggest using a basic memo app or going back to Evernote.",0.7236655354499817
Notion,Twitter,"User: Love the Site Search that @browsercompany added to their @arcinternet browser!! 🤩
<STRICT_LINK>","User is excited about the new features in the @browsercompany browser, including the new site search feature.",0.6799666881561279
Notion,Twitter,"User: Less than 500 followers and looking for connections? Contact me, lets engage and support each other on our journey, also comment on this tweet with what you do and let everyone know! <STRICT_LINK>
User: @carltheauditor Hi Carl,
I'm a real estate investor, coach and mentor, based in the UK.
Love @NotionHQ and use it to run my business. I help people use Notion on my Youtube channel and am starting to build Notion templates too...
Great to connect!",Nothing,0.12210431694984436
Notion,Twitter,"User: Got the much awaited @browsercompany Arc invite but sadly no mac to try on Awaiting the windows launch 🚀 Or Iam going hackintosh but if things go well mac mini m2 by EOY 😼 <STRICT_LINK>
User: @ayushmokal6 @browsercompany meko dede vro","User is excited about the new @browsercompany Arc invite and plans to try it on a Mac, but is waiting for the Windows launch.",0.8240014314651489
Notion,Appstore/Playstore,"User: Please support right-to-left orientation for typing in Arabic. I have to use another app to take notes in Arabic, and this is not efficient!","User requests support for right-to-left (RTL) Arabic text input in Notion, as they have to use another app for taking notes in Arabic and find it inefficient.",0.7808024287223816
Notion,Twitter,User: Efficiency gains with the new @NotionHQ button feature. <STRICT_LINK>,User is excited about the new @NotionHQ button feature and is looking forward to using it.,0.7880079746246338
figma,G2,"User: Product Development with team members
User: It's fun to use with many templates, stickers, widgets etc. 
And the best part - it has both web and desktop versions!
User: If possible, to have a more pleasing user interface.","Users appreciate Miro's endless space and easy collaboration features, making it an intuitive and visual platform for various tasks. However, they face difficulties with loading times when boards have many images and elements, suggesting a need for improved performance to support extensive collaboration.",0.33658477663993835
Notion,Appstore/Playstore,User: Cannot login for weeks. It has been a nightmare.,Nothing,0.14213238656520844
